1a-1,"[[""info_type"", ""identifier""], [""info_type.info"", ""identifier""], [""top 250 rank"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""info_type_id_movie_info_idx"", ""identifier""], [""info_type_id"", ""identifier""], [""info_type.id"", ""identifier""], [""="", ""keyword""], [""Bitmap Index Scan"", ""keyword""], [""movie_info_idx"", ""identifier""], [""movie_info_idx.info_type_id"", ""identifier""], [""info_type.id"", ""identifier""], [""="", ""keyword""], [""Bitmap Heap Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""mv1"", ""identifier""], [""movie_id_mv1"", ""identifier""], [""mv1.note"", ""identifier""], [""%(as Metro-Goldwyn-Mayer Pictures)%"", ""string""], [""!~~"", ""keyword""], [""mv1.note"", ""identifier""], [""%(co-production)%"", ""string""], [""~~"", ""keyword""], [""mv1.note"", ""identifier""], [""%(presents)%"", ""string""], [""~~"", ""keyword""], [""OR"", ""keyword""], [""AND"", ""keyword""], [""mv1.movie_id"", ""identifier""], [""movie_info_idx.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""title"", ""identifier""], [""title_pkey"", ""identifier""], [""title.id"", ""identifier""], [""movie_info_idx.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""mv1.movie_id"", ""identifier""], [""title.id"", ""identifier""], [""="", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Aggregate"", ""keyword""]]",28782.79,1200
1c-1,"[[""info_type"", ""identifier""], [""info_type.info"", ""identifier""], [""top 250 rank"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""info_type_id_movie_info_idx"", ""identifier""], [""info_type_id"", ""identifier""], [""info_type.id"", ""identifier""], [""="", ""keyword""], [""Bitmap Index Scan"", ""keyword""], [""movie_info_idx"", ""identifier""], [""movie_info_idx.info_type_id"", ""identifier""], [""info_type.id"", ""identifier""], [""="", ""keyword""], [""Bitmap Heap Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""mv1"", ""identifier""], [""movie_id_mv1"", ""identifier""], [""mv1.note"", ""identifier""], [""%(as Metro-Goldwyn-Mayer Pictures)%"", ""string""], [""!~~"", ""keyword""], [""mv1.note"", ""identifier""], [""%(co-production)%"", ""string""], [""~~"", ""keyword""], [""AND"", ""keyword""], [""mv1.movie_id"", ""identifier""], [""movie_info_idx.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""title"", ""identifier""], [""title_pkey"", ""identifier""], [""title.production_year"", ""identifier""], [""2010"", ""number""], ["">"", ""keyword""], [""title.id"", ""identifier""], [""movie_info_idx.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""mv1.movie_id"", ""identifier""], [""title.id"", ""identifier""], [""="", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Aggregate"", ""keyword""]]",28598.52,1200
1d-2,"[[""company_type"", ""identifier""], [""company_type.kind"", ""identifier""], [""production companies"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""mv2"", ""identifier""], [""mv2.info"", ""identifier""], [""bottom 10 rank"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""title"", ""identifier""], [""title_pkey"", ""identifier""], [""title.production_year"", ""identifier""], [""2000"", ""number""], ["">"", ""keyword""], [""title.id"", ""identifier""], [""mv2.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""movie_companies"", ""identifier""], [""movie_id_movie_companies"", ""identifier""], [""movie_companies.note"", ""identifier""], [""%(as Metro-Goldwyn-Mayer Pictures)%"", ""string""], [""!~~"", ""keyword""], [""movie_companies.movie_id"", ""identifier""], [""title.id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Materialize"", ""keyword""], [""movie_companies.company_type_id"", ""identifier""], [""company_type.id"", ""identifier""], [""="", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Aggregate"", ""keyword""]]",26126.63,1200
1a-2,"[[""mv2"", ""identifier""], [""mv2.info"", ""identifier""], [""top 250 rank"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""title"", ""identifier""], [""title_pkey"", ""identifier""], [""title.id"", ""identifier""], [""mv2.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""movie_companies"", ""identifier""], [""movie_id_movie_companies"", ""identifier""], [""movie_companies.note"", ""identifier""], [""%(as Metro-Goldwyn-Mayer Pictures)%"", ""string""], [""!~~"", ""keyword""], [""movie_companies.note"", ""identifier""], [""%(co-production)%"", ""string""], [""~~"", ""keyword""], [""movie_companies.note"", ""identifier""], [""%(presents)%"", ""string""], [""~~"", ""keyword""], [""OR"", ""keyword""], [""AND"", ""keyword""], [""movie_companies.movie_id"", ""identifier""], [""title.id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""company_type"", ""identifier""], [""company_type.kind"", ""identifier""], [""production companies"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""Materialize"", ""keyword""], [""movie_companies.company_type_id"", ""identifier""], [""company_type.id"", ""identifier""], [""="", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Aggregate"", ""keyword""]]",27781.57,1200
1b-2,"[[""mv2"", ""identifier""], [""mv2.info"", ""identifier""], [""bottom 10 rank"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""title"", ""identifier""], [""title_pkey"", ""identifier""], [""title.production_year"", ""identifier""], [""2005"", ""number""], ["">="", ""keyword""], [""title.production_year"", ""identifier""], [""2010"", ""number""], [""<="", ""keyword""], [""AND"", ""keyword""], [""title.id"", ""identifier""], [""mv2.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""movie_companies"", ""identifier""], [""movie_id_movie_companies"", ""identifier""], [""movie_companies.note"", ""identifier""], [""%(as Metro-Goldwyn-Mayer Pictures)%"", ""string""], [""!~~"", ""keyword""], [""movie_companies.movie_id"", ""identifier""], [""title.id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""company_type"", ""identifier""], [""company_type.kind"", ""identifier""], [""production companies"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""movie_companies.company_type_id"", ""identifier""], [""company_type.id"", ""identifier""], [""="", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Aggregate"", ""keyword""]]",26126.57,1200
1b-1,"[[""info_type"", ""identifier""], [""info_type.info"", ""identifier""], [""bottom 10 rank"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""info_type_id_movie_info_idx"", ""identifier""], [""info_type_id"", ""identifier""], [""info_type.id"", ""identifier""], [""="", ""keyword""], [""Bitmap Index Scan"", ""keyword""], [""movie_info_idx"", ""identifier""], [""movie_info_idx.info_type_id"", ""identifier""], [""info_type.id"", ""identifier""], [""="", ""keyword""], [""Bitmap Heap Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""title"", ""identifier""], [""title_pkey"", ""identifier""], [""title.production_year"", ""identifier""], [""2005"", ""number""], ["">="", ""keyword""], [""title.production_year"", ""identifier""], [""2010"", ""number""], [""<="", ""keyword""], [""AND"", ""keyword""], [""title.id"", ""identifier""], [""movie_info_idx.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""mv1"", ""identifier""], [""movie_id_mv1"", ""identifier""], [""mv1.note"", ""identifier""], [""%(as Metro-Goldwyn-Mayer Pictures)%"", ""string""], [""!~~"", ""keyword""], [""mv1.movie_id"", ""identifier""], [""movie_info_idx.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""title.id"", ""identifier""], [""mv1.movie_id"", ""identifier""], [""="", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Aggregate"", ""keyword""]]",31267.87,1200
1c-2,"[[""mv2"", ""identifier""], [""mv2.info"", ""identifier""], [""top 250 rank"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""title"", ""identifier""], [""title_pkey"", ""identifier""], [""title.production_year"", ""identifier""], [""2010"", ""number""], ["">"", ""keyword""], [""title.id"", ""identifier""], [""mv2.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""movie_companies"", ""identifier""], [""movie_id_movie_companies"", ""identifier""], [""movie_companies.note"", ""identifier""], [""%(as Metro-Goldwyn-Mayer Pictures)%"", ""string""], [""!~~"", ""keyword""], [""movie_companies.note"", ""identifier""], [""%(co-production)%"", ""string""], [""~~"", ""keyword""], [""AND"", ""keyword""], [""movie_companies.movie_id"", ""identifier""], [""title.id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""company_type"", ""identifier""], [""company_type.kind"", ""identifier""], [""production companies"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""movie_companies.company_type_id"", ""identifier""], [""company_type.id"", ""identifier""], [""="", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Aggregate"", ""keyword""]]",27692.95,1200
1d-1,"[[""info_type"", ""identifier""], [""info_type.info"", ""identifier""], [""bottom 10 rank"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""info_type_id_movie_info_idx"", ""identifier""], [""info_type_id"", ""identifier""], [""info_type.id"", ""identifier""], [""="", ""keyword""], [""Bitmap Index Scan"", ""keyword""], [""movie_info_idx"", ""identifier""], [""movie_info_idx.info_type_id"", ""identifier""], [""info_type.id"", ""identifier""], [""="", ""keyword""], [""Bitmap Heap Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""title"", ""identifier""], [""title_pkey"", ""identifier""], [""title.production_year"", ""identifier""], [""2000"", ""number""], ["">"", ""keyword""], [""title.id"", ""identifier""], [""movie_info_idx.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""mv1"", ""identifier""], [""movie_id_mv1"", ""identifier""], [""mv1.note"", ""identifier""], [""%(as Metro-Goldwyn-Mayer Pictures)%"", ""string""], [""!~~"", ""keyword""], [""mv1.movie_id"", ""identifier""], [""title.id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Aggregate"", ""keyword""]]",32924.69,1200
2c-3,"[[""company_name"", ""identifier""], [""company_name.country_code"", ""identifier""], [""[sm]"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""movie_companies"", ""identifier""], [""company_id_movie_companies"", ""identifier""], [""movie_companies.company_id"", ""identifier""], [""company_name.id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""mv3"", ""identifier""], [""movie_id_mv3"", ""identifier""], [""mv3.movie_id"", ""identifier""], [""movie_companies.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Only Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""title"", ""identifier""], [""title_pkey"", ""identifier""], [""title.id"", ""identifier""], [""movie_companies.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Aggregate"", ""keyword""]]",50871.54,1200
2c-6,"[[""keyword"", ""identifier""], [""keyword.keyword"", ""identifier""], [""character-name-in-title"", ""string""], [""="", ""keyword""], [""Seq Scan"", ""keyword""], [""keyword_id_movie_keyword"", ""identifier""], [""keyword_id"", ""identifier""], [""keyword.id"", ""identifier""], [""="", ""keyword""], [""Bitmap Index Scan"", ""keyword""], [""movie_keyword"", ""identifier""], [""movie_keyword.keyword_id"", ""identifier""], [""keyword.id"", ""identifier""], [""="", ""keyword""], [""Bitmap Heap Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""mv6"", ""identifier""], [""movie_id_mv6"", ""identifier""], [""mv6.country_code"", ""identifier""], [""[sm]"", ""string""], [""="", ""keyword""], [""mv6.movie_id"", ""identifier""], [""movie_keyword.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""title"", ""identifier""], [""title_pkey"", ""identifier""], [""title.id"", ""identifier""], [""movie_keyword.movie_id"", ""identifier""], [""="", ""keyword""], [""Index Scan"", ""keyword""], [""mv6.movie_id"", ""identifier""], [""title.id"", ""identifier""], [""="", ""keyword""], [""Inner"", ""keyword""], [""Nested Loop"", ""keyword""], [""Aggregate"", ""keyword""]]",3770.65,1200
